customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_02201,Female,0,No,No,32,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.4,2472.55,Yes
CUST_02202,Male,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),98.17,3677.21,No
CUST_02203,Male,0,Yes,Yes,43,Yes,Yes,No,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),18.69,837.59,No
CUST_02204,Male,0,No,No,16,No,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,86.06,1403.04,No
CUST_02205,Male,1,No,Yes,30,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,109.0,3252.72,Yes
CUST_02206,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),70.85,2542.48,No
CUST_02207,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,102.81,1063.62,No
CUST_02208,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),70.37,281.8,No
CUST_02209,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),116.33,7362.46,No
CUST_02210,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),31.76,74.75,No
CUST_02211,Male,0,Yes,No,55,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,111.66,6137.34,No
CUST_02212,Female,0,Yes,No,62,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,77.33,4781.6,No
CUST_02213,Male,0,Yes,No,37,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),108.02,3947.91,No
CUST_02214,Female,0,Yes,No,53,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),30.67,1674.45,No
CUST_02215,Female,0,Yes,No,1,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,110.3,147.97,Yes
CUST_02216,Female,0,Yes,No,1,No,No,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Mailed check,67.73,19.49,No
CUST_02217,Male,0,Yes,No,11,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.21,684.43,No
CUST_02218,Female,0,No,No,39,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),75.54,2926.42,No
CUST_02219,Male,0,No,No,1,No,No,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.48,89.93,Yes
CUST_02220,Female,0,No,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,102.28,5706.89,Yes
CUST_02221,Male,0,No,Yes,46,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),30.55,1447.57,No
CUST_02222,Female,0,No,No,35,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.2,690.91,No
CUST_02223,Male,0,Yes,No,3,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,69.8,219.01,No
CUST_02224,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,118.01,2707.44,No
CUST_02225,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.25,4243.55,No
CUST_02226,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,32.63,44.59,Yes
CUST_02227,Male,0,No,Yes,14,Yes,No phone service,No,No,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),61.89,834.07,No
CUST_02228,Male,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),55.23,2631.05,No
CUST_02229,Female,1,Yes,No,34,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,114.46,3938.21,Yes
CUST_02230,Female,0,Yes,No,46,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),113.95,5290.38,No
CUST_02231,Male,0,No,No,23,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,25.27,535.65,No
CUST_02232,Female,1,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),41.59,2434.6,No
CUST_02233,Male,0,No,No,47,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.26,3068.83,No
CUST_02234,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.48,1612.23,No
CUST_02235,Female,0,Yes,No,11,Yes,Yes,No,No,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),37.1,453.43,No
CUST_02236,Male,0,No,No,40,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,77.1,3102.28,No
CUST_02237,Male,0,No,No,28,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.57,1092.75,No
CUST_02238,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),60.52,4208.26,No
CUST_02239,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.87,3593.31,Yes
CUST_02240,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),116.5,2548.96,No
CUST_02241,Male,1,Yes,Yes,30,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.94,786.48,No
CUST_02242,Male,1,No,No,20,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.54,2230.31,No
CUST_02243,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,31.76,753.47,No
CUST_02244,Female,0,No,Yes,71,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Electronic check,27.79,2005.48,No
CUST_02245,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),47.72,360.25,Yes
CUST_02246,Male,1,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,74.91,1541.07,Yes
CUST_02247,Male,0,Yes,No,3,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.02,130.58,No
CUST_02248,Female,0,No,No,2,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,70.76,122.73,No
CUST_02249,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),96.66,2595.65,No
CUST_02250,Male,0,No,No,14,No,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,101.91,1416.72,No
CUST_02251,Male,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,One year,No,Mailed check,115.2,846.07,No
CUST_02252,Male,0,Yes,No,47,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),111.54,5207.96,No
CUST_02253,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,37.33,1932.17,No
CUST_02254,Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),90.33,4836.64,No
CUST_02255,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.71,3350.48,No
CUST_02256,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,66.34,178.22,No
CUST_02257,Female,1,No,No,54,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,107.43,5777.39,No
CUST_02258,Female,1,No,No,11,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,94.59,1088.14,Yes
CUST_02259,Male,1,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),58.61,1088.44,Yes
CUST_02260,Male,1,Yes,No,56,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.62,3359.93,Yes
CUST_02261,Female,0,Yes,Yes,36,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,55.77,2052.32,No
CUST_02262,Female,0,Yes,No,6,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,69.14,401.8,No
CUST_02263,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.92,4971.28,Yes
CUST_02264,Female,1,Yes,Yes,27,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.1,1309.31,Yes
CUST_02265,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Electronic check,41.04,1496.21,No
CUST_02266,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,21.44,1237.97,Yes
CUST_02267,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),98.5,3755.73,Yes
CUST_02268,Male,0,Yes,No,22,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.59,1210.08,Yes
CUST_02269,Female,0,No,No,51,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),94.13,4813.56,Yes
CUST_02270,Male,0,Yes,Yes,10,No,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.28,248.65,No
CUST_02271,Male,0,No,No,65,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),71.74,4710.2,No
CUST_02272,Male,0,Yes,No,12,Yes,Yes,No,No internet service,Yes,No,No,No,No,Month-to-month,No,Mailed check,58.25,703.93,Yes
CUST_02273,Female,0,Yes,No,40,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,65.92,2656.82,No
CUST_02274,Female,0,Yes,No,48,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),111.46,5352.13,Yes
CUST_02275,Male,1,No,Yes,14,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Mailed check,24.57,370.12,No
CUST_02276,Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),60.41,3291.78,No
CUST_02277,Female,0,Yes,No,53,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),101.7,5406.07,Yes
CUST_02278,Male,0,Yes,Yes,30,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.43,2426.22,No
CUST_02279,Male,0,Yes,No,60,Yes,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,117.27,7052.47,Yes
CUST_02280,Female,0,No,No,57,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,93.14,5324.49,Yes
CUST_02281,Male,0,No,Yes,59,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.61,1582.46,No
CUST_02282,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,56.18,2932.51,No
CUST_02283,Female,0,No,Yes,60,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,51.23,3108.62,Yes
CUST_02284,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,67.56,2777.46,No
CUST_02285,Female,0,No,No,28,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,80.77,2304.37,Yes
CUST_02286,Male,0,No,No,26,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,43.44,1082.66,Yes
CUST_02287,Male,0,Yes,No,43,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),81.49,3502.48,No
CUST_02288,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.65,161.0,Yes
CUST_02289,Male,1,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,30.55,1532.47,No
CUST_02290,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),69.77,3610.61,No
CUST_02291,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,67.3,3386.43,No
CUST_02292,Male,0,Yes,No,37,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),59.07,2144.33,No
CUST_02293,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,71.71,3104.22,No
CUST_02294,Female,0,No,Yes,52,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),68.49,3519.63,No
CUST_02295,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.05,116.73,Yes
CUST_02296,Male,0,No,No,53,Yes,No phone service,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),115.67,6148.84,No
CUST_02297,Male,0,No,No,34,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,89.35,3052.33,Yes
CUST_02298,Male,0,Yes,No,45,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.39,4751.07,No
CUST_02299,Female,0,Yes,Yes,71,No,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),68.24,4886.41,No
CUST_02300,Male,0,Yes,Yes,54,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,87.94,4734.4,Yes
CUST_02301,Male,0,Yes,No,71,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),24.55,1717.61,No
CUST_02302,Male,1,Yes,No,10,No,No phone service,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.18,1018.06,Yes
CUST_02303,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,113.57,3178.55,Yes
CUST_02304,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),116.36,7952.73,No
CUST_02305,Male,0,No,No,62,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.69,2231.12,No
CUST_02306,Female,0,Yes,No,46,No,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),115.43,5323.69,No
CUST_02307,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,72.79,471.42,Yes
CUST_02308,Male,0,Yes,No,63,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,104.27,6542.21,Yes
CUST_02309,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,93.74,5937.88,Yes
CUST_02310,Female,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.54,1212.19,No
CUST_02311,Female,1,No,No,11,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),80.1,923.54,Yes
CUST_02312,Male,0,No,Yes,35,Yes,No,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,50.98,1779.49,No
CUST_02313,Male,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.79,2630.34,No
CUST_02314,Male,1,No,No,10,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.04,494.85,No
CUST_02315,Male,0,Yes,No,52,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,44.9,2318.13,No
CUST_02316,Female,0,No,No,69,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),35.27,2405.62,No
CUST_02317,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,25.81,1208.51,No
CUST_02318,Male,1,No,No,32,Yes,No phone service,No,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,99.27,3209.26,No
CUST_02319,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),48.52,3246.86,No
CUST_02320,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.22,2425.22,Yes
CUST_02321,Female,0,Yes,Yes,17,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,96.27,1633.49,Yes
CUST_02322,Female,0,Yes,No,52,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),21.6,1091.59,No
CUST_02323,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.4,1997.12,Yes
CUST_02324,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,111.03,7915.4,Yes
CUST_02325,Male,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.52,1277.69,No
CUST_02326,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),26.43,993.11,No
CUST_02327,Male,0,No,No,40,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.04,4673.61,No
CUST_02328,Male,1,Yes,No,48,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),86.13,4087.33,No
CUST_02329,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),100.62,933.46,Yes
CUST_02330,Female,0,Yes,No,39,No,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,34.45,1305.72,No
CUST_02331,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),19.14,308.51,No
CUST_02332,Female,0,Yes,No,24,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,74.65,1753.46,No
CUST_02333,Male,0,No,No,40,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),84.66,3342.79,Yes
CUST_02334,Male,0,Yes,No,35,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.6,1431.59,No
CUST_02335,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,19.91,65.16,No
CUST_02336,Male,1,Yes,Yes,48,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.88,5519.43,Yes
CUST_02337,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,54.96,3652.27,No
CUST_02338,Female,0,No,No,52,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,90.57,4687.57,Yes
CUST_02339,Male,0,Yes,No,18,No,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,Yes,Electronic check,65.65,1140.73,No
CUST_02340,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),43.95,1140.98,Yes
CUST_02341,Male,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,114.3,6013.31,No
CUST_02342,Male,0,Yes,No,50,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.61,3641.07,Yes
CUST_02343,Male,0,No,No,24,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,52.37,1229.55,No
CUST_02344,Male,1,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),92.38,1521.15,No
CUST_02345,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.74,4824.75,Yes
CUST_02346,Male,1,Yes,No,45,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,89.09,3961.98,No
CUST_02347,Female,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Mailed check,101.86,5469.2,No
CUST_02348,Female,0,Yes,No,49,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Mailed check,34.41,1680.59,No
CUST_02349,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,24.18,280.06,Yes
CUST_02350,Female,0,Yes,No,11,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,64.74,688.17,No
CUST_02351,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,20.26,791.2,Yes
CUST_02352,Male,0,No,No,47,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),39.19,1822.13,No
CUST_02353,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.73,1917.59,No
CUST_02354,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.3,625.95,Yes
CUST_02355,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,97.12,1262.57,Yes
CUST_02356,Female,0,No,Yes,55,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),31.46,1687.42,No
CUST_02357,Male,0,Yes,No,53,Yes,No,No,No internet service,No,Yes,No,No,No internet service,One year,No,Mailed check,49.49,2670.94,No
CUST_02358,Female,0,No,Yes,16,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.71,1477.14,No
CUST_02359,Male,0,Yes,No,44,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,38.5,1708.66,Yes
CUST_02360,Female,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.13,254.46,Yes
CUST_02361,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.09,118.99,No
CUST_02362,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Electronic check,25.26,182.72,No
CUST_02363,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,38.04,687.34,No
CUST_02364,Female,0,Yes,No,20,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.8,845.35,No
CUST_02365,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,91.75,2910.49,No
CUST_02366,Female,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,47.1,225.07,No
CUST_02367,Male,1,No,No,23,Yes,No,No,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,93.0,2132.2,No
CUST_02368,Male,0,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),70.18,4333.62,No
CUST_02369,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),26.16,628.83,No
CUST_02370,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,40.09,1319.13,Yes
CUST_02371,Female,0,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,22.53,417.12,No
CUST_02372,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,115.53,2001.25,Yes
CUST_02373,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,101.42,3776.0,No
